COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
zero,81839,60,0,432883,380,4,11,avg,little,no,STAY
zero,49455,0,0,867801,190,0,11,very_unsat,very_high,considering,STAY
zero,45862,0,35,353445,143,0,2,unsat,little,considering,STAY
one,49927,38,22,525311,160,5,5,very_unsat,little,considering,LEAVE
zero,27281,187,78,191955,169,22,1,very_sat,very_high,never_thought,LEAVE
zero,57081,33,14,160203,265,5,4,very_unsat,very_high,considering,STAY
zero,49671,0,27,226223,232,1,1,very_unsat,little,considering,STAY
zero,64381,86,6,761415,354,23,1,avg,little,actively_looking_into_it,STAY
one,157752,85,72,720903,544,4,1,very_unsat,very_high,considering,LEAVE
one,124522,59,0,785739,886,5,10,unsat,very_high,never_thought,STAY
one,95847,216,54,977696,327,27,2,avg,very_high,no,STAY
zero,150220,0,23,564325,670,3,5,very_sat,little,actively_looking_into_it,STAY
one,147022,247,7,179140,850,21,6,unsat,little,no,STAY
zero,62619,80,54,831076,291,3,2,unsat,very_high,actively_looking_into_it,STAY
zero,87131,233,0,863023,318,25,6,very_unsat,very_high,perhaps,STAY
one,136521,41,0,771930,476,4,12,unsat,little,never_thought,LEAVE
zero,126178,69,16,790978,792,5,5,very_sat,little,never_thought,LEAVE
zero,46871,41,77,866424,131,5,1,very_unsat,very_little,considering,STAY
one,77593,69,12,245109,181,3,6,very_sat,little,no,STAY
one,96104,233,10,915852,365,24,4,unsat,little,considering,STAY
zero,45352,185,12,214474,135,26,13,very_sat,little,considering,LEAVE
zero,41715,66,0,265953,153,5,14,very_sat,very_high,considering,LEAVE
one,57636,0,70,623399,354,0,2,very_unsat,little,no,STAY
one,40778,0,0,670861,159,10,9,very_sat,very_little,considering,LEAVE
zero,87967,194,8,454274,267,14,4,very_unsat,very_little,no,LEAVE
zero,68168,0,12,222448,248,0,6,sat,little,actively_looking_into_it,STAY
zero,35540,84,46,900149,234,5,1,unsat,little,considering,LEAVE
one,96835,73,0,539653,372,4,14,unsat,little,no,LEAVE
one,136638,258,17,189266,590,17,6,very_unsat,very_little,no,LEAVE
one,61294,0,21,709178,392,1,5,very_sat,very_high,no,STAY
one,59084,0,69,302075,260,1,2,unsat,very_high,actively_looking_into_it,LEAVE
one,115604,214,17,244728,757,26,6,very_sat,very_little,no,LEAVE
zero,77861,197,0,873513,377,16,8,very_unsat,very_high,actively_looking_into_it,STAY
one,135826,35,70,492164,729,29,2,unsat,very_little,no,LEAVE
zero,100858,48,9,816585,633,5,5,very_sat,little,actively_looking_into_it,STAY
zero,125892,186,18,958926,876,21,6,avg,high,actively_looking_into_it,LEAVE
zero,84443,239,6,312181,279,21,5,very_sat,very_little,considering,LEAVE
one,101331,0,49,840752,513,1,1,very_sat,very_little,actively_looking_into_it,LEAVE
zero,26435,38,0,704669,164,5,15,unsat,very_high,considering,STAY
one,36268,197,0,515468,188,22,1,very_unsat,very_little,no,LEAVE
one,119591,0,43,231309,714,1,1,very_sat,little,considering,STAY
one,48179,0,10,919381,136,0,5,unsat,very_little,considering,STAY
zero,30931,46,6,274144,193,3,4,very_unsat,little,considering,STAY
one,154389,92,69,187195,277,3,2,very_sat,little,considering,LEAVE
zero,102383,212,32,178458,872,22,4,very_unsat,very_little,considering,LEAVE
zero,29702,0,66,499767,148,1,2,avg,very_little,no,LEAVE
one,79813,213,0,393841,260,23,6,very_unsat,very_high,considering,LEAVE
zero,156952,77,8,215040,746,5,5,sat,very_high,considering,STAY
zero,110392,54,0,515338,861,5,15,very_unsat,very_little,considering,LEAVE
zero,94111,0,76,580046,501,1,10,very_sat,high,actively_looking_into_it,STAY
one,27601,64,0,928539,231,5,15,very_sat,very_high,considering,LEAVE
zero,134037,187,9,997755,748,28,6,unsat,very_high,considering,STAY
one,32559,46,46,468969,241,15,1,very_unsat,very_little,no,LEAVE
zero,110084,0,67,644821,674,1,1,very_unsat,little,considering,LEAVE
one,106652,70,0,844163,806,1,5,very_sat,very_little,never_thought,LEAVE
one,49479,181,11,917220,631,21,4,very_unsat,very_little,considering,LEAVE
zero,66581,0,0,397637,293,1,13,very_unsat,little,never_thought,LEAVE
one,21524,183,0,799982,361,15,15,avg,little,considering,LEAVE
one,74436,235,15,335225,359,26,5,very_unsat,very_high,considering,LEAVE
zero,43299,0,19,455046,236,1,4,unsat,very_high,never_thought,STAY
zero,33165,203,67,977280,202,27,1,avg,little,actively_looking_into_it,LEAVE
one,111218,0,19,255982,697,1,4,very_sat,little,considering,STAY
one,34319,252,12,718911,192,1,4,unsat,little,actively_looking_into_it,STAY
one,129252,262,6,299367,692,26,5,very_sat,very_high,actively_looking_into_it,LEAVE
zero,148351,0,85,904366,829,1,1,avg,very_little,never_thought,LEAVE
zero,56292,186,0,562230,365,19,9,very_sat,very_little,considering,LEAVE
zero,39091,214,22,173907,202,22,6,very_sat,little,considering,LEAVE
zero,76663,71,9,516802,383,5,5,very_unsat,very_little,no,LEAVE
one,26150,0,0,591493,137,1,12,avg,very_high,considering,STAY
one,25344,183,0,208185,223,13,11,very_unsat,very_high,considering,LEAVE
zero,52263,0,0,327165,299,4,10,very_sat,very_high,never_thought,STAY
one,136553,67,19,264902,737,4,5,very_unsat,very_high,considering,STAY
one,127199,58,88,701614,449,3,1,avg,little,never_thought,LEAVE
one,25175,172,19,249030,150,12,5,avg,very_high,no,LEAVE
zero,24465,201,0,264475,200,28,12,unsat,very_little,actively_looking_into_it,LEAVE
one,87009,79,7,511282,298,4,4,very_unsat,very_high,considering,STAY
zero,50833,0,21,594660,251,1,5,very_sat,little,actively_looking_into_it,STAY
one,58912,227,63,867137,322,28,1,very_unsat,high,considering,STAY
zero,92458,57,26,164835,258,5,1,avg,little,actively_looking_into_it,STAY
zero,139659,0,0,671950,404,1,4,very_unsat,little,considering,STAY
zero,35082,261,0,431425,184,23,15,sat,very_little,no,STAY
zero,120241,0,18,285950,454,0,4,avg,very_little,actively_looking_into_it,STAY
zero,82339,53,0,290710,365,4,11,avg,very_high,actively_looking_into_it,STAY
one,59408,228,80,287373,364,25,2,very_sat,very_high,actively_looking_into_it,LEAVE
one,120643,69,39,188380,732,3,2,very_sat,avg,considering,LEAVE
one,49791,0,0,238040,200,0,12,sat,high,considering,STAY
one,157588,0,11,174095,830,1,5,very_unsat,little,considering,STAY
one,151432,149,0,403646,577,13,9,avg,little,actively_looking_into_it,LEAVE
zero,28869,48,23,722598,177,3,6,very_unsat,avg,actively_looking_into_it,STAY
zero,47211,67,0,938547,186,3,15,very_sat,very_little,considering,LEAVE
one,128949,56,0,420420,639,3,4,very_sat,little,actively_looking_into_it,STAY
zero,32799,39,0,548785,181,3,13,very_unsat,little,never_thought,STAY
zero,152672,0,83,607575,869,1,1,very_sat,little,considering,LEAVE
zero,138570,199,0,581198,853,14,8,avg,very_little,considering,LEAVE
one,37589,143,0,606461,148,16,14,very_unsat,very_little,perhaps,STAY
zero,101539,182,0,466837,544,27,11,very_unsat,very_high,considering,LEAVE
zero,92856,65,0,302647,388,5,9,very_unsat,very_high,considering,STAY
zero,35954,0,87,277043,165,0,1,very_unsat,very_high,never_thought,LEAVE
one,135323,0,18,152492,770,0,5,very_sat,very_high,considering,STAY
one,88782,194,16,484250,327,15,6,very_sat,very_little,actively_looking_into_it,LEAVE
one,86320,0,0,894630,376,1,11,very_unsat,very_high,considering,STAY
zero,47184,0,0,924608,843,0,14,very_unsat,little,no,LEAVE
one,60097,74,29,280799,359,5,2,very_unsat,very_little,actively_looking_into_it,STAY
one,42212,149,23,424450,231,24,4,unsat,avg,considering,LEAVE
one,78318,0,14,833803,314,1,4,very_unsat,very_high,actively_looking_into_it,STAY
one,95952,0,60,446559,374,1,2,very_sat,little,actively_looking_into_it,STAY
zero,80120,29,6,607442,348,4,5,very_unsat,very_high,considering,STAY
zero,49727,0,0,255224,183,1,15,unsat,very_high,actively_looking_into_it,LEAVE
zero,59191,258,0,509716,252,15,10,avg,avg,perhaps,LEAVE
one,20552,207,78,154382,187,12,14,very_sat,very_little,considering,STAY
one,43999,201,6,292717,136,13,6,very_unsat,very_high,considering,LEAVE
zero,72118,0,28,803127,166,1,1,unsat,very_little,never_thought,STAY
zero,38789,184,0,645002,151,5,12,very_unsat,little,never_thought,LEAVE
one,85986,64,6,295751,371,5,6,very_unsat,little,actively_looking_into_it,LEAVE
zero,127012,0,31,840178,538,0,2,very_sat,very_little,actively_looking_into_it,LEAVE
zero,118247,0,12,534387,464,0,5,very_sat,little,considering,STAY
zero,75662,0,0,231482,337,1,14,unsat,avg,considering,STAY
one,122834,47,0,967325,440,5,14,very_sat,avg,considering,STAY
one,90372,0,0,151085,277,1,12,very_sat,very_high,considering,STAY
one,148144,0,0,543988,807,1,11,very_unsat,high,actively_looking_into_it,LEAVE
zero,119156,55,0,706023,706,4,10,very_sat,little,considering,LEAVE
one,57184,193,0,215244,325,16,8,very_unsat,avg,perhaps,STAY
zero,107196,0,41,170217,881,0,5,sat,very_little,no,STAY
one,75299,237,9,787218,326,29,4,very_sat,little,actively_looking_into_it,STAY
one,130288,0,34,331266,717,0,2,very_unsat,little,considering,STAY
zero,53095,188,8,407979,374,1,4,very_unsat,little,actively_looking_into_it,STAY
zero,34430,0,86,355699,219,1,1,very_unsat,very_high,considering,LEAVE
zero,25241,0,0,753383,260,1,5,very_unsat,avg,considering,STAY
one,53292,233,0,230768,328,24,10,unsat,little,never_thought,LEAVE
zero,140764,61,45,163817,601,4,2,very_unsat,very_high,actively_looking_into_it,LEAVE
one,33029,0,20,971545,141,5,1,very_unsat,very_high,never_thought,STAY
one,35952,0,24,572620,218,3,4,very_sat,little,actively_looking_into_it,LEAVE
one,131847,78,0,271426,750,4,13,sat,high,actively_looking_into_it,STAY
one,46011,0,68,738839,219,0,1,very_unsat,high,considering,STAY
one,31927,0,22,338708,173,1,5,very_unsat,little,considering,LEAVE
one,73762,0,0,275861,269,0,15,very_sat,very_little,no,STAY
one,42826,147,0,202315,216,20,10,very_sat,avg,never_thought,LEAVE
zero,39875,168,52,288929,152,28,2,very_unsat,very_high,considering,LEAVE
one,38759,50,0,948294,208,3,8,avg,very_little,actively_looking_into_it,LEAVE
zero,44449,0,24,167264,151,0,2,very_sat,very_high,considering,STAY
zero,104972,0,83,323760,682,0,2,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,154379,209,36,453317,197,24,1,sat,little,considering,LEAVE
zero,113659,83,82,262152,849,5,11,very_unsat,little,actively_looking_into_it,STAY
zero,46862,156,28,205893,198,13,1,unsat,very_little,considering,LEAVE
zero,47623,51,86,867112,159,4,1,very_unsat,high,considering,STAY
zero,38052,0,77,521639,234,0,2,very_sat,little,considering,LEAVE
one,141625,186,43,362950,533,19,2,unsat,little,never_thought,LEAVE
zero,56749,191,27,441243,344,26,2,sat,little,considering,LEAVE
zero,107882,0,0,539516,527,0,2,avg,little,no,STAY
one,25304,215,15,366997,169,11,8,very_unsat,little,no,STAY
one,21194,0,75,660361,165,1,1,avg,little,never_thought,STAY
one,156919,66,0,656256,222,3,11,very_unsat,very_little,no,LEAVE
one,35568,0,0,178079,163,1,12,very_unsat,little,considering,STAY
zero,57198,54,19,387162,283,3,5,avg,very_little,actively_looking_into_it,LEAVE
zero,81843,226,22,364778,379,11,5,sat,very_little,considering,LEAVE
zero,70421,58,0,977317,368,4,15,unsat,very_little,never_thought,STAY
zero,69483,233,7,659531,267,19,4,unsat,high,actively_looking_into_it,LEAVE
one,86658,78,15,150852,296,4,5,very_sat,very_high,never_thought,STAY
zero,44210,69,5,618797,242,5,4,very_sat,little,considering,STAY
zero,35622,0,19,189686,224,1,4,unsat,little,never_thought,LEAVE
zero,38328,62,0,957555,160,5,11,avg,very_high,never_thought,STAY
one,71983,51,86,480689,387,1,1,unsat,little,considering,LEAVE
one,158485,0,66,560906,532,0,2,sat,very_little,no,LEAVE
zero,23229,0,64,192175,230,1,1,very_sat,avg,actively_looking_into_it,LEAVE
one,47922,83,30,462736,228,4,1,very_unsat,very_high,actively_looking_into_it,LEAVE
one,114009,201,21,516589,605,13,5,very_unsat,very_little,actively_looking_into_it,LEAVE
one,38812,57,0,347709,239,3,12,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,33152,96,74,955597,694,4,2,very_sat,little,actively_looking_into_it,LEAVE
one,59344,0,76,706875,292,1,2,very_sat,little,actively_looking_into_it,STAY
one,149886,0,35,688383,547,0,2,very_unsat,little,perhaps,LEAVE
zero,112139,170,52,204293,793,28,1,very_sat,very_high,considering,LEAVE
zero,53948,0,12,559422,293,1,6,avg,little,no,STAY
zero,50714,71,0,708017,269,5,14,very_unsat,very_little,never_thought,STAY
zero,72823,205,0,160794,282,26,9,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,94300,184,15,371533,268,26,5,avg,very_high,perhaps,STAY
one,20776,84,0,894887,179,4,12,unsat,very_high,actively_looking_into_it,LEAVE
one,152564,194,0,978369,434,24,12,very_sat,high,never_thought,LEAVE
one,121967,54,16,181260,300,4,6,sat,very_high,actively_looking_into_it,STAY
one,122525,0,85,583352,663,4,1,avg,little,never_thought,STAY
one,116343,0,71,740414,736,0,12,very_sat,little,no,STAY
one,34649,60,0,742049,244,4,1,unsat,very_high,actively_looking_into_it,STAY
one,150322,0,0,298476,658,0,11,unsat,very_high,no,STAY
zero,40549,203,0,665784,173,29,15,very_sat,high,actively_looking_into_it,STAY
one,128639,179,15,256700,843,10,13,very_unsat,little,no,LEAVE
zero,66693,153,27,236124,336,23,6,avg,high,actively_looking_into_it,LEAVE
zero,118441,81,88,169595,853,4,1,very_sat,little,no,LEAVE
one,88531,176,0,871960,390,13,15,unsat,very_high,actively_looking_into_it,STAY
zero,57290,61,88,176894,298,4,2,very_sat,little,considering,LEAVE
one,31885,33,0,999917,133,5,15,avg,very_little,no,STAY
one,60608,28,60,255722,381,28,2,sat,very_high,considering,LEAVE
one,95773,0,14,869634,339,0,6,unsat,very_high,considering,STAY
one,140338,0,30,282900,786,0,2,unsat,very_high,considering,STAY
one,44134,210,0,554620,153,28,11,very_unsat,very_high,considering,STAY
zero,87457,62,85,650502,398,4,2,very_unsat,little,actively_looking_into_it,LEAVE
zero,26576,63,13,451732,220,3,5,very_unsat,very_high,considering,LEAVE
zero,64242,199,16,166811,365,25,4,very_sat,very_little,considering,LEAVE
one,30747,39,0,523448,184,5,11,very_unsat,very_little,never_thought,STAY
one,22691,0,49,991790,174,1,1,very_unsat,high,actively_looking_into_it,LEAVE
zero,94609,38,0,835478,284,3,10,very_unsat,little,considering,STAY
zero,80920,64,32,234111,277,3,1,very_unsat,very_little,perhaps,LEAVE
zero,93900,67,40,248011,323,3,1,avg,very_high,actively_looking_into_it,STAY
one,122824,254,29,923186,808,3,1,very_unsat,very_little,perhaps,LEAVE
one,114128,237,0,778781,610,24,12,very_unsat,avg,actively_looking_into_it,LEAVE
one,71512,179,26,182876,273,12,1,unsat,high,no,LEAVE
zero,26847,0,18,460184,167,21,4,very_sat,little,no,STAY
one,28547,57,87,453647,396,4,1,unsat,very_little,never_thought,LEAVE
zero,49850,237,36,473556,173,12,2,unsat,little,actively_looking_into_it,STAY
one,31793,0,0,459024,176,1,9,very_unsat,little,perhaps,STAY
zero,83700,0,0,414747,380,1,15,very_unsat,very_high,perhaps,LEAVE
zero,24837,73,20,623534,218,15,1,avg,very_high,considering,STAY
zero,29380,0,0,277148,195,4,14,very_unsat,high,considering,LEAVE
one,112259,0,54,212227,815,1,2,avg,very_high,no,LEAVE
one,157461,210,0,677070,633,29,8,very_unsat,little,considering,LEAVE
zero,108541,176,66,711173,848,29,1,unsat,very_little,considering,LEAVE
one,31365,78,11,572888,227,4,1,very_unsat,little,considering,LEAVE
one,91146,0,74,870447,267,1,1,very_sat,very_high,considering,STAY
one,90197,72,17,745948,387,3,2,very_sat,little,considering,STAY
one,91515,0,36,579683,301,5,14,unsat,very_high,actively_looking_into_it,LEAVE
one,112975,76,17,609950,866,4,4,very_unsat,very_little,considering,LEAVE
zero,144698,0,5,445482,892,1,2,very_unsat,very_little,considering,STAY
zero,41863,0,55,445210,215,1,5,sat,very_little,no,LEAVE
one,24982,81,52,684565,188,5,2,very_unsat,very_little,considering,LEAVE
one,34760,49,87,667823,172,5,1,unsat,very_little,actively_looking_into_it,STAY
one,122134,55,0,276212,772,5,11,unsat,very_high,actively_looking_into_it,STAY
one,42187,196,0,413423,293,23,8,very_sat,high,considering,LEAVE
one,90545,56,72,789785,259,5,1,unsat,little,considering,STAY
one,42351,0,12,194603,183,0,5,very_sat,little,considering,STAY
one,20684,83,16,185081,130,5,6,very_sat,little,considering,LEAVE
one,106796,68,0,463851,648,3,15,very_unsat,little,no,STAY
one,104137,0,51,302024,874,28,1,very_unsat,very_high,considering,LEAVE
one,145917,216,0,241279,748,19,11,very_sat,little,actively_looking_into_it,LEAVE
zero,31991,42,17,675910,371,5,2,very_unsat,very_high,actively_looking_into_it,STAY
one,118753,0,24,540767,638,0,6,very_sat,very_high,considering,STAY
zero,79700,175,63,263257,264,27,1,very_unsat,very_high,never_thought,LEAVE
zero,105835,0,0,207427,515,1,10,unsat,very_high,actively_looking_into_it,LEAVE
one,108161,46,41,196650,548,5,1,very_unsat,very_little,perhaps,STAY
one,110963,0,73,842488,555,4,2,very_unsat,avg,no,LEAVE
zero,113836,177,24,593408,537,25,1,unsat,very_little,considering,STAY
zero,82604,221,9,513154,400,13,6,unsat,high,considering,LEAVE
one,59777,179,0,174213,367,25,6,avg,little,actively_looking_into_it,LEAVE
zero,69767,64,23,207438,349,5,5,unsat,very_high,never_thought,STAY
zero,28462,68,0,452090,144,3,8,very_sat,very_little,considering,STAY
one,29631,232,0,283802,153,0,11,unsat,very_high,considering,LEAVE
one,58494,0,23,248191,280,1,5,very_unsat,little,actively_looking_into_it,STAY
zero,130487,192,86,378205,879,20,1,very_unsat,little,actively_looking_into_it,LEAVE
zero,82354,0,5,225868,289,1,5,very_unsat,little,never_thought,STAY
zero,139825,0,41,226402,660,0,15,avg,very_high,considering,LEAVE
one,53269,235,0,178392,261,21,8,unsat,very_high,considering,STAY
zero,69374,212,7,179176,369,25,5,very_unsat,little,considering,STAY
one,52226,196,88,194741,268,11,1,avg,very_little,considering,STAY
one,29642,49,0,211922,238,5,8,unsat,very_high,actively_looking_into_it,LEAVE
one,72077,68,0,417756,350,5,8,very_unsat,very_high,no,STAY
zero,60157,155,0,465458,364,15,11,avg,very_high,considering,LEAVE
one,24628,75,0,874452,160,4,2,very_unsat,high,actively_looking_into_it,STAY
one,107077,181,42,178471,597,20,2,very_unsat,little,never_thought,LEAVE
zero,101630,0,0,640544,811,1,11,very_unsat,little,considering,LEAVE
zero,84992,197,8,736073,396,1,4,unsat,very_little,no,STAY
one,91199,0,0,719966,380,1,12,very_unsat,high,never_thought,STAY
zero,127637,0,60,568112,652,1,2,very_sat,little,actively_looking_into_it,STAY
zero,108766,221,86,989030,723,27,1,very_sat,little,actively_looking_into_it,LEAVE
one,96615,0,0,738949,318,1,14,unsat,very_little,considering,LEAVE
one,133961,0,23,330174,898,0,6,very_unsat,avg,considering,LEAVE
one,68825,0,0,983421,389,0,12,very_unsat,very_high,no,STAY
one,117357,0,15,264577,744,3,11,sat,very_high,considering,STAY
zero,42020,0,20,755321,214,1,5,very_unsat,very_high,no,STAY
zero,31503,214,0,866605,190,10,9,sat,very_high,no,STAY
zero,20490,194,0,279930,180,15,15,very_sat,very_high,actively_looking_into_it,LEAVE
zero,26454,185,39,396324,171,14,2,very_sat,very_high,actively_looking_into_it,STAY
zero,93926,0,24,187763,269,0,4,very_sat,high,considering,STAY
zero,22737,60,0,631258,177,4,12,very_unsat,very_high,perhaps,STAY
zero,91455,199,17,789183,330,16,9,unsat,little,perhaps,STAY
one,44535,0,83,595172,206,29,2,very_sat,high,considering,LEAVE
one,31625,0,24,877714,238,0,5,unsat,very_high,considering,STAY
zero,28733,0,78,555642,205,0,2,avg,little,actively_looking_into_it,STAY
zero,130801,0,89,668933,697,0,1,very_unsat,very_high,actively_looking_into_it,STAY
zero,67246,61,43,390262,252,4,1,very_sat,high,actively_looking_into_it,STAY
